age,fnlwgt,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,sex,country,salary
22,450920,0,0,40,4,7,4,1,0,39,0
33,164190,0,0,20,4,12,4,10,1,39,0
28,175262,0,0,40,4,11,2,7,1,39,0
29,113870,0,0,40,4,3,2,8,1,0,0
74,104001,0,0,40,6,11,2,12,1,39,1
23,216472,0,0,20,4,15,4,13,0,39,0
55,121912,0,0,24,4,15,2,14,1,39,1
43,231964,0,0,40,2,15,0,1,0,39,0
24,304463,0,0,65,4,15,2,3,1,39,0
47,166894,0,0,40,6,15,0,10,0,39,0
23,189017,0,0,55,4,9,4,12,1,39,0
49,67001,0,0,40,2,11,2,14,1,39,0
30,46144,0,0,38,7,11,1,1,0,39,0
42,146659,0,1902,50,4,10,2,10,1,39,1
48,128460,0,0,42,4,11,2,3,1,39,1
36,355053,0,0,28,4,11,5,8,0,39,0
33,259301,0,0,41,4,15,2,14,1,39,0
44,343591,14344,0,40,4,11,0,3,0,39,1
28,91299,0,0,45,4,8,4,1,0,39,0
59,212600,0,0,40,2,15,5,11,1,39,1
69,473040,0,0,40,0,4,0,0,1,39,0
24,206861,0,0,40,4,9,4,1,1,39,0
31,121308,0,0,40,4,1,4,8,1,39,0
39,284166,0,1902,50,4,9,2,10,1,39,1
40,171231,0,0,40,1,9,4,1,1,33,0
35,268620,0,0,45,4,11,0,8,0,39,0
47,202856,0,0,36,4,15,0,1,0,39,0
34,145874,0,0,20,7,10,2,13,1,3,0
23,227471,0,0,24,4,11,4,6,1,39,0
48,191858,0,0,40,4,15,2,3,1,39,0
36,152621,0,0,40,4,15,2,3,1,2,1
24,138768,0,0,30,4,7,4,6,1,39,0
35,62669,0,0,55,4,15,2,4,1,39,1
32,166634,0,0,40,4,11,2,7,1,39,0
37,118681,0,0,38,4,11,4,7,1,33,0
58,136951,0,0,40,4,9,2,1,1,30,0
64,631947,0,0,40,4,0,2,1,1,39,0
41,424478,0,0,45,4,15,2,3,1,39,1
44,98466,0,0,35,4,0,4,5,1,39,0
27,46442,0,0,35,1,9,4,11,0,39,0
45,84790,0,0,55,4,9,2,10,1,39,1
57,266189,0,0,42,4,11,0,1,0,39,0
32,182556,0,1887,45,7,9,2,11,1,39,1
37,109133,0,1977,45,4,7,2,12,1,39,1
39,150480,0,0,55,4,14,2,10,1,39,1
49,122066,0,0,30,4,11,2,4,1,18,0
22,148955,0,0,15,0,15,4,0,0,35,0
30,204470,0,0,36,5,15,2,4,1,39,1
36,230329,0,0,50,4,9,2,4,1,39,1
48,51579,0,0,60,5,9,2,4,1,39,1
40,799281,0,0,38,4,11,0,1,0,39,0
74,43599,0,0,20,6,11,6,8,1,39,0
49,184986,0,0,40,4,11,0,8,0,39,0
45,125933,0,0,40,2,15,0,1,0,39,0
51,180195,0,0,50,5,11,2,12,1,39,0
42,29962,0,0,40,4,11,2,3,1,39,0
27,244315,0,0,40,4,11,0,3,1,39,0
27,81540,0,0,40,4,11,2,3,1,39,1
46,98350,0,0,37,4,0,3,8,1,3,0
30,30063,0,0,32,4,11,0,8,0,39,0
46,280030,0,0,40,0,4,2,0,1,26,0
32,323055,0,0,40,4,11,2,3,1,39,0
19,266635,0,0,30,4,11,4,8,1,39,0
42,120277,0,0,40,5,12,2,4,1,39,1
51,154342,0,0,40,4,5,2,11,1,39,0
21,120326,0,0,40,4,15,4,1,0,39,0
24,226668,0,0,35,4,11,4,8,1,39,0
61,411652,0,0,40,4,2,2,3,1,26,0
48,39464,0,0,52,2,12,4,10,0,39,0
36,255454,0,0,40,2,9,4,11,1,39,0
47,168211,0,0,44,4,11,2,3,1,39,0
68,123464,0,0,45,0,11,2,0,1,39,0
18,177722,0,0,20,4,11,4,8,0,39,0
27,138917,0,0,35,2,9,4,10,1,39,0
49,337666,0,0,40,4,11,0,7,1,39,0
47,193285,5013,0,40,4,11,2,8,0,39,0
22,120518,0,0,40,4,11,6,1,0,39,0
60,145493,0,0,40,4,15,0,1,0,39,0
26,219815,0,0,40,4,15,3,1,0,39,0
43,172364,0,0,48,4,11,5,4,0,39,0
51,159755,0,0,40,2,12,2,10,1,39,1
22,399020,0,0,55,2,15,4,1,0,39,0
43,456236,0,0,40,4,11,2,3,1,39,1
52,349795,0,0,40,7,9,2,11,1,39,0
29,499197,0,0,40,4,15,2,10,1,39,0
43,104196,0,0,40,4,15,2,1,1,39,0
40,74949,0,0,40,2,15,4,4,1,39,0
53,152883,0,0,40,4,11,6,1,0,39,0
42,132633,0,0,40,4,11,4,9,0,0,0
18,85154,0,0,24,0,2,4,0,0,11,0
34,164748,0,0,40,4,11,2,3,1,39,0
32,45796,0,0,45,5,11,2,4,1,39,0
35,49352,0,0,38,7,15,4,1,0,39,0
39,225330,0,0,50,4,9,6,10,0,31,1
26,333541,0,0,24,4,11,4,8,1,39,0
43,163847,0,0,50,4,9,2,5,1,39,1
34,313729,0,0,50,6,15,2,5,1,39,0
51,76437,0,0,40,0,15,0,0,0,39,0
49,452402,0,0,60,4,15,5,4,0,39,0
29,196243,0,0,40,4,11,4,7,0,39,0
47,192776,0,0,50,4,9,2,10,1,39,0
51,135190,0,0,30,4,5,5,7,0,39,0
20,148709,0,0,25,4,15,4,10,0,39,0
55,145401,0,0,40,1,9,2,4,1,39,1
64,43738,0,0,80,4,10,6,10,1,39,1
39,160123,0,0,40,4,11,6,1,0,39,0
29,214702,0,1974,35,4,11,4,3,1,39,0
53,196328,0,0,40,4,9,2,4,1,39,0
22,134192,0,0,10,7,15,4,13,0,39,0
38,81965,0,0,40,4,8,4,13,0,39,0
33,63079,0,0,40,4,11,0,1,0,39,0
74,88638,0,3683,20,7,10,4,10,0,39,1
39,270059,0,0,35,4,15,0,1,0,39,0
35,239755,0,0,38,4,9,4,8,1,39,0
50,139703,0,0,40,4,15,2,3,1,39,1
37,37778,0,0,54,4,8,2,12,1,39,0
66,150726,1409,0,1,5,6,2,4,1,0,0
45,43479,0,0,48,4,15,2,14,1,39,0
37,151322,0,0,40,7,9,4,10,1,39,0
30,206512,0,0,44,4,9,4,4,1,39,0
17,48703,0,0,30,0,1,4,0,0,39,0
37,171150,99999,0,60,4,9,2,12,1,39,1
36,184659,0,0,52,4,15,2,1,1,39,0
36,179488,7298,0,55,7,9,2,11,1,39,1
28,37250,0,0,16,7,9,4,10,1,39,0
20,161978,0,0,40,4,11,5,7,1,39,0
19,299050,0,0,60,4,1,2,3,1,39,0
53,346754,0,0,40,4,15,2,4,0,39,1
37,227597,0,0,40,4,15,2,3,1,39,0
32,72338,0,0,40,1,8,4,10,1,39,0
19,544091,0,0,25,4,11,1,1,0,39,0
27,51025,0,0,40,4,11,4,8,0,39,0
41,271753,0,0,40,4,9,2,5,1,39,0
26,239043,0,0,40,4,1,4,8,1,39,0
32,116834,0,0,5,6,11,2,8,0,0,0
33,205649,0,0,20,4,7,3,3,1,39,0
38,226106,0,0,40,4,15,4,1,0,39,0
59,31359,15024,0,80,5,12,2,4,1,39,1
41,49572,0,0,60,6,15,2,4,1,39,0
55,205527,0,0,20,0,11,0,0,1,39,0
25,214925,0,0,40,0,0,4,0,1,39,0
31,184307,0,0,40,4,15,0,3,1,39,0
37,84306,0,0,40,4,15,2,8,1,39,0
56,187487,0,0,48,4,11,2,3,1,39,1
43,240124,0,0,40,4,8,2,3,1,39,0
36,135289,0,0,45,4,11,2,7,1,39,0
26,248612,0,0,30,4,9,4,10,1,39,0
18,213024,0,0,30,6,15,4,5,1,39,0
18,396270,0,0,25,4,11,4,1,1,39,0
26,242464,3103,0,40,2,11,2,11,1,39,1
36,166606,0,0,40,4,1,2,3,1,39,0
50,163948,0,0,40,6,11,2,14,1,39,1
52,31533,0,0,40,4,11,0,8,1,39,0
19,227178,0,0,25,4,1,4,12,0,39,0
17,47425,0,0,15,4,1,4,8,0,39,0
37,69481,0,0,40,4,11,0,7,1,39,0
29,116820,0,0,50,0,11,4,0,1,39,0
24,210781,0,0,40,4,9,4,9,0,10,0
36,181721,0,0,60,4,0,4,5,1,39,0
58,33350,0,0,35,4,11,0,8,0,39,0
41,130408,0,0,38,4,11,0,12,0,39,0
45,54098,0,0,50,6,8,2,5,1,39,1
28,187479,0,0,55,4,15,2,4,1,39,0
76,142535,0,0,6,4,11,6,1,1,39,0
21,322144,0,0,40,4,15,4,8,1,39,0
46,245724,0,0,50,6,15,0,4,1,39,0
41,160893,0,0,30,2,13,4,6,0,39,0
23,32950,0,0,40,4,9,4,12,1,39,0
52,108083,0,0,50,2,12,2,10,1,39,1
59,133201,0,0,40,5,4,2,5,1,22,0
26,213081,0,0,40,4,11,4,1,0,23,0
49,81973,0,0,40,4,15,2,3,1,39,1
63,143098,4064,0,40,4,11,2,12,1,39,0
23,172047,0,0,40,4,11,4,6,1,39,0
50,240922,0,1408,5,6,7,4,12,0,39,0
56,193818,0,0,40,4,6,0,3,1,39,0
42,155657,0,0,25,7,11,0,1,0,39,0
46,33373,0,0,40,2,9,0,10,0,39,0
59,304779,0,0,40,4,5,2,7,1,39,0
31,302626,0,0,40,4,15,0,1,0,39,0
33,249249,0,0,50,6,4,2,3,1,39,1
32,152940,0,0,40,4,15,2,12,1,39,1
18,257980,0,0,40,4,11,4,7,1,39,0
41,60949,0,0,55,5,11,0,3,1,39,0
69,240562,99999,0,40,6,14,2,10,1,39,1
38,41591,0,0,30,6,9,4,3,1,39,0
28,72443,0,1669,60,4,15,4,4,1,39,0
41,180572,0,0,50,4,9,0,10,0,39,1
47,162595,0,0,45,2,15,3,3,1,39,0
23,259301,0,0,40,4,11,0,4,0,39,0
37,329980,0,2415,60,4,12,2,4,1,39,1
39,363418,0,0,35,6,9,5,3,1,39,0
18,89760,0,0,20,4,2,4,8,0,39,0
65,89681,0,0,99,4,12,4,10,1,39,0
44,174189,0,0,60,4,15,2,12,1,39,0
39,236391,0,0,45,4,11,2,3,1,39,0
54,178356,0,0,40,2,6,2,8,1,39,0
35,214816,0,0,40,4,9,2,4,1,39,1
18,312634,0,0,25,0,1,4,0,1,39,0
22,385540,0,0,40,4,0,4,8,1,26,0
69,107575,2964,0,35,0,11,0,0,0,39,0
45,183598,0,0,40,4,11,0,1,0,39,0
27,177398,0,0,64,4,11,4,8,0,39,0
37,301070,0,0,45,4,11,0,5,1,39,0
79,76641,20051,0,40,0,12,2,0,1,31,1
57,132704,10520,0,32,4,12,5,10,1,39,1
33,204752,0,0,40,4,11,4,8,1,39,0
24,283918,0,0,25,1,15,0,1,0,39,0
59,357943,0,0,40,6,9,2,4,1,39,1
19,278915,0,0,52,4,2,4,6,0,39,0
61,119684,15024,0,20,4,14,2,10,1,39,1
46,331776,0,0,40,4,11,2,7,1,39,0
57,121821,0,0,40,4,3,2,8,1,6,0
61,80896,0,0,45,4,11,5,14,1,39,1
23,324637,0,0,30,2,15,4,1,1,39,0
62,122246,8614,0,39,4,15,4,3,0,39,1
67,81413,0,0,40,5,11,2,14,1,39,0
49,40666,0,0,50,4,15,2,5,1,39,0
29,220419,0,0,56,2,9,4,11,1,39,0
45,128378,0,0,40,4,11,2,7,1,39,0
26,132661,5013,0,40,4,11,2,4,0,39,0
17,133449,0,0,26,4,6,4,8,1,39,0
62,134768,0,0,40,6,2,2,3,1,39,1
31,180551,0,0,40,4,11,2,1,0,39,1
18,400616,0,0,40,4,15,4,1,1,39,0
64,92115,0,0,40,4,15,2,1,1,39,0
42,142756,0,0,50,2,9,0,10,0,39,0
36,63509,0,0,48,4,7,2,10,1,39,1
24,194630,0,0,35,4,9,4,13,1,39,0
64,388594,15024,0,45,1,14,2,10,1,0,1
30,181651,0,0,50,4,9,2,4,1,39,0
49,431245,0,0,50,5,15,2,12,1,39,1
58,175127,0,0,40,4,2,2,14,1,39,0
23,140798,0,0,40,4,9,4,1,0,39,0
40,47902,0,0,40,4,11,2,4,1,39,0
45,246891,0,0,72,4,9,2,4,1,2,1
36,114719,0,0,50,2,12,2,10,1,39,1
62,136787,0,0,40,2,11,0,14,1,39,0
41,120277,0,0,40,4,9,2,10,1,39,1
28,138332,0,0,40,2,10,0,10,0,39,0
40,166893,0,0,40,2,9,2,11,1,39,1
27,251905,0,0,50,4,8,4,4,1,39,0
53,95647,0,0,50,4,6,2,6,1,39,0
46,159869,0,0,44,4,11,0,4,1,39,0
45,197731,0,0,40,4,11,2,7,1,39,0
33,154874,0,0,40,2,15,2,11,1,39,0
24,188505,0,0,40,4,9,1,10,0,39,1
39,324231,0,0,40,4,11,6,7,0,39,0
29,67053,0,0,40,7,11,4,8,1,37,0
35,198202,0,0,54,4,11,4,4,0,39,0
56,357118,0,0,60,6,9,4,4,0,39,0
42,263871,0,0,8,2,11,2,1,1,39,0
32,191385,2174,0,40,1,7,0,11,1,39,0
41,57233,0,0,40,4,9,4,6,1,39,0
39,370585,0,0,40,4,11,5,7,1,39,0
37,291981,0,0,40,4,11,0,7,1,39,0
39,219483,5013,0,32,4,9,2,10,0,39,0
19,261259,0,0,20,4,11,4,6,1,39,0
43,233851,0,0,40,1,11,2,1,0,39,1
56,175057,0,0,40,7,9,2,4,1,39,0
38,161463,0,0,40,2,14,2,10,1,39,1
33,182714,0,0,65,1,14,4,10,0,39,1
36,132879,0,0,45,4,11,0,4,1,39,0
19,162094,0,0,40,4,11,4,7,1,39,0
44,157236,0,0,40,4,15,3,6,1,31,0
23,192978,0,0,40,4,11,2,6,1,39,0
60,36077,0,0,40,4,5,3,7,1,39,0
52,145155,0,0,40,4,11,6,1,0,39,0
38,204527,0,0,50,4,11,2,3,1,39,0
34,176469,0,0,38,4,9,4,12,1,39,0
30,33811,0,0,40,0,9,2,0,0,36,1
66,192504,0,0,40,4,12,2,12,1,39,0
18,240543,0,0,20,4,1,4,8,0,39,0
26,82246,0,1876,38,4,9,4,4,1,39,0
62,416829,0,0,21,4,1,5,8,0,39,0
20,227411,0,0,20,4,15,4,8,0,39,0
46,125457,0,0,38,2,12,2,10,1,39,1
31,178506,0,0,40,4,15,4,1,0,39,0
26,214413,6497,0,48,4,1,4,7,1,39,0
49,106554,0,0,40,2,9,0,10,0,39,1
32,177675,0,0,40,4,11,4,3,1,39,0
41,180096,0,0,35,2,9,2,10,1,39,0
44,135056,0,0,16,2,12,0,10,0,0,0
22,204935,0,0,40,4,11,4,7,1,39,0
51,237729,0,0,40,4,15,0,1,0,39,0
25,144483,0,0,40,4,11,5,4,0,39,0
59,105866,0,0,30,2,9,2,11,1,39,0
34,204375,0,0,60,6,14,4,10,0,39,1
45,363087,0,0,40,4,11,5,7,0,39,0
48,174533,0,0,40,4,11,2,7,1,39,0
20,204226,0,0,40,4,1,4,8,0,39,0
37,239397,0,0,40,4,0,2,7,1,26,0
34,483777,0,0,40,4,11,4,6,1,39,0
61,162432,0,0,40,4,11,6,4,0,39,0
31,33308,0,0,40,7,8,2,3,1,39,0
39,372525,0,0,60,5,12,2,4,1,39,1
30,117747,0,1573,35,4,11,2,12,0,0,0
21,149224,0,0,30,4,15,4,14,1,39,0
47,169092,0,0,50,4,12,0,10,0,39,1
22,305466,0,0,40,4,11,4,6,1,39,0
23,419394,0,0,9,4,15,4,12,1,39,0
44,174283,0,0,50,4,9,2,12,1,39,1
31,128220,0,0,35,4,5,6,1,0,39,0
43,117037,0,2042,40,4,1,2,14,1,39,0
44,150533,0,1876,55,4,15,5,3,1,39,0
40,244522,0,1902,48,2,12,2,10,1,39,1
52,144361,0,1902,40,4,8,2,3,1,39,1
30,219838,0,0,40,4,2,0,7,1,39,0
50,174964,0,0,99,0,0,2,0,1,39,0
18,111476,0,0,40,4,1,4,6,1,39,0
47,102318,0,0,40,4,11,5,3,1,39,0
26,117833,0,1669,50,4,9,4,4,0,39,0
37,323155,0,0,85,4,3,2,5,1,26,0
19,113546,0,0,56,4,1,4,3,1,39,0
49,168211,0,0,40,4,11,2,11,1,39,1
46,551962,0,0,50,4,11,5,6,0,29,0
20,33087,0,0,40,4,8,4,5,1,39,0
57,425161,15024,0,40,1,12,2,12,1,39,1
32,316470,0,0,60,4,4,2,3,1,26,0
48,216734,0,0,40,4,15,0,4,0,39,0
44,175943,0,0,20,4,9,2,10,0,39,0
40,321187,0,0,45,2,9,4,10,0,39,0
57,78707,0,0,40,4,11,4,1,0,39,0
28,37359,0,0,60,4,9,2,12,1,39,1
45,128736,0,0,40,4,0,0,12,0,39,0
25,298225,0,0,50,4,11,0,3,1,39,0
53,49715,0,0,40,4,11,0,14,1,39,0
62,200332,0,0,40,4,11,2,7,1,39,0
36,188834,0,0,50,4,6,2,14,1,39,0
43,338290,0,0,40,4,15,2,10,1,39,0
50,89737,0,0,48,6,15,2,3,1,39,0
26,156805,0,0,40,4,15,2,7,1,39,0
62,266624,6418,0,40,4,11,2,5,1,39,1
58,118303,0,0,35,4,11,6,12,0,39,1
19,45643,0,0,25,0,15,4,0,0,39,0
31,219883,0,0,40,2,11,4,11,1,39,0
65,111095,0,0,16,4,11,2,14,1,39,0
39,338320,0,0,60,4,0,2,3,1,39,1
40,321856,0,0,60,4,11,0,14,1,39,1
57,141326,0,0,50,4,11,2,12,1,39,1
44,126701,0,0,40,4,11,0,3,1,39,0
41,38876,0,0,60,6,8,2,5,1,39,0
59,316027,0,0,45,4,11,2,8,1,5,0
23,117480,0,0,44,4,0,4,3,1,39,0
43,55213,0,1977,52,4,11,2,7,1,39,1
42,79036,0,0,40,4,11,0,6,1,39,0
63,179444,0,0,15,6,5,2,4,1,39,0
46,216414,0,0,40,2,15,2,11,1,39,1
41,208470,0,0,40,4,11,2,4,1,39,1
23,380544,0,0,40,4,15,2,1,1,39,1
38,184801,0,0,60,4,9,2,12,1,39,1
23,57827,0,0,40,4,9,4,5,1,39,0
37,188774,0,0,60,5,1,3,12,1,0,0
33,156015,0,0,40,2,8,2,13,1,39,0
48,355890,0,0,55,0,9,2,0,1,39,1
28,90915,0,0,40,4,9,3,13,0,39,0
45,285335,0,0,10,6,5,2,3,1,39,0
21,24008,0,0,35,7,15,4,3,1,39,0
32,206541,0,0,50,4,1,0,3,1,39,0
35,133454,0,0,50,4,0,0,7,1,39,0
51,264457,0,0,40,2,1,2,6,1,39,0
49,337768,0,0,50,2,12,2,4,1,39,1
41,230020,0,0,40,4,11,2,3,1,39,0
58,205896,0,0,40,4,11,0,12,0,39,0
38,130007,0,0,40,4,9,4,8,1,39,0
44,101689,0,0,40,2,15,0,1,0,39,0
18,60981,2176,0,35,4,15,4,12,0,39,0
19,183041,0,0,24,4,1,4,6,1,39,0
50,182360,0,0,60,4,11,5,10,0,33,0
39,211154,0,0,55,4,11,2,14,1,39,0
64,149775,0,0,8,4,12,4,10,0,39,0
59,158776,0,0,40,4,6,2,7,1,39,0
23,38251,0,0,40,4,11,4,8,0,39,0
64,47462,0,0,35,6,15,4,10,0,39,0
40,240027,0,0,45,4,15,4,12,0,39,0
22,126613,0,0,20,4,15,4,12,0,39,0
25,104097,2829,0,60,4,9,2,3,1,39,0
30,182771,0,0,40,4,12,2,10,1,39,1
60,199085,0,0,40,4,0,2,7,1,39,0
52,222405,0,2377,40,4,11,2,12,1,39,0
24,201179,0,0,40,4,11,4,8,1,39,0
53,89587,7298,0,45,4,15,2,14,1,39,1
30,154843,0,0,40,4,11,2,7,1,39,0
56,437727,0,0,40,4,6,2,12,1,39,0
22,113062,0,0,7,4,9,4,4,0,39,0
41,189956,0,0,40,2,9,2,10,0,39,1
38,252897,0,0,25,4,15,0,12,0,39,0
25,193820,0,0,40,4,12,4,10,0,39,0
41,22201,0,0,40,4,9,2,4,1,24,1
23,263899,0,0,12,0,11,4,0,1,9,0
23,96748,0,0,10,7,15,4,10,1,39,0
57,258883,5178,0,60,5,11,2,14,1,18,1
68,407338,0,0,20,0,15,2,0,1,39,0
42,282062,0,0,40,4,6,2,14,1,39,0
19,220001,0,0,50,4,15,4,5,1,39,0
68,32779,0,419,12,4,11,2,14,1,39,0
54,39493,0,0,20,4,8,2,14,1,39,0
43,299197,0,0,40,4,15,2,1,1,39,0
25,139730,0,0,80,4,11,2,3,1,39,1
57,197642,0,0,40,4,15,6,8,0,39,0
48,55863,0,1902,46,7,10,2,10,0,39,1
44,192976,0,0,40,4,11,2,14,1,39,0
68,107910,0,0,40,4,11,4,12,0,39,0
44,230478,0,0,40,4,9,2,4,1,39,1
40,325159,0,0,50,6,15,2,13,1,39,1
41,202980,0,0,4,4,11,2,3,1,29,0
45,253116,0,0,40,4,0,0,8,0,39,0
26,109570,0,0,35,4,15,5,12,0,39,0
46,82572,0,0,40,6,11,6,8,0,39,0
42,572751,0,0,40,4,13,2,3,1,27,0
29,229341,0,0,50,6,11,4,3,1,39,1
30,190228,0,0,40,4,11,2,6,1,39,0
66,117778,0,0,40,0,1,2,0,1,39,0
26,224361,0,0,75,6,5,2,14,1,39,0
28,51461,0,0,60,4,12,2,10,1,39,0
33,401104,0,0,50,4,11,2,6,1,39,1
54,221915,0,0,65,4,14,4,10,0,39,0
48,287647,7688,0,55,5,10,2,10,1,39,1
34,190040,0,0,40,4,11,2,1,0,39,0
25,189027,0,0,40,4,9,4,6,1,39,0
29,232914,0,0,40,4,8,4,1,0,39,0
41,343121,0,0,36,4,11,0,1,0,39,0
34,31740,0,0,40,6,11,4,5,1,39,0
40,198692,5178,0,60,4,15,2,1,1,39,1
55,98746,0,0,50,4,15,2,13,1,2,1
27,173611,0,0,40,4,7,4,12,0,39,0
35,190964,0,0,40,2,9,2,3,1,39,0
57,122497,0,0,52,4,6,6,8,1,0,0
24,32921,0,0,40,6,11,4,12,1,39,0
17,231439,0,0,30,4,1,4,6,1,39,0
20,199268,0,0,20,4,15,4,8,0,39,0
43,253759,0,0,45,4,11,0,1,0,39,0
32,83413,0,0,35,1,9,2,1,1,39,1
45,32186,0,0,40,7,9,5,10,0,39,0
39,177075,0,0,40,4,11,0,1,0,39,0
71,163385,0,0,35,4,15,6,12,1,39,1
37,215503,4386,0,45,4,11,2,4,1,39,1
50,98228,0,0,45,4,11,0,12,0,39,0
30,59951,0,0,40,1,15,2,1,1,39,0
18,37720,0,0,40,4,0,4,7,1,39,0
45,208049,0,0,40,7,11,0,13,0,39,0
66,140576,0,0,40,4,5,2,3,1,39,0
57,34297,0,0,40,6,5,2,3,1,39,1
59,212448,0,0,40,1,11,6,12,0,11,0
24,493034,13550,0,50,5,11,4,8,1,39,1
60,202226,0,0,44,4,15,0,3,1,39,1
18,173585,0,0,15,4,1,4,8,1,29,0
35,452283,0,0,40,4,11,0,12,0,39,0
30,113129,0,0,24,4,15,4,8,1,39,0
19,175083,0,0,8,4,11,4,12,0,39,0
57,142714,0,0,38,4,15,0,8,0,39,0
23,245147,0,0,40,4,15,4,6,1,39,0
39,132879,0,0,50,4,15,2,4,1,39,1
34,42900,0,0,50,4,9,2,4,1,39,1
21,241951,0,0,45,4,11,4,7,1,39,0
62,224520,0,0,90,6,11,2,12,1,39,1
29,116394,0,0,50,1,9,1,10,1,39,1
32,90969,0,0,45,4,8,2,14,1,39,1
32,339482,0,0,60,4,4,5,5,1,26,0
43,171841,0,0,40,4,9,2,12,1,39,1
17,186067,0,0,10,4,0,4,13,1,39,0
34,242984,0,1887,45,4,11,2,4,1,39,1
21,223352,1055,0,30,4,11,4,8,0,39,0
50,99307,5013,0,45,4,11,2,3,1,39,0
31,259425,0,0,40,4,11,2,3,1,39,1
27,153546,0,0,36,5,8,2,8,0,39,1
23,209034,3942,0,40,4,11,2,7,0,39,0
36,188236,0,0,40,2,11,2,1,0,39,1
45,110171,0,0,40,4,11,4,6,1,39,0
27,312692,0,0,12,7,9,4,13,1,39,0
25,55718,0,0,25,4,15,4,13,1,39,0
52,113094,0,1092,40,4,9,5,1,0,39,0
35,105813,0,0,48,4,9,2,10,1,39,1
19,47713,0,0,40,0,15,4,0,0,39,0
48,154033,0,0,52,4,11,0,12,0,39,0
33,73296,1831,0,40,7,11,4,8,0,39,0
61,315977,0,0,40,6,11,2,14,1,39,0
33,428271,0,0,35,1,11,0,1,0,39,0
29,207064,0,0,40,4,11,2,3,1,39,1
64,477697,0,0,16,4,11,2,4,1,39,0
32,153588,0,0,40,4,11,0,3,1,39,0
21,166851,0,0,40,4,11,4,7,1,39,0
44,85440,0,0,45,4,11,2,1,1,39,0
28,174327,0,0,50,4,11,2,7,1,39,0
40,199303,0,0,40,1,7,2,10,1,39,1
29,190562,0,0,56,4,11,0,7,1,39,0
18,282394,0,0,21,4,15,4,12,0,39,0
27,165412,0,0,40,4,11,2,3,1,39,0
33,188352,0,0,50,4,12,4,10,1,39,0
17,27032,0,0,12,4,0,4,12,0,39,0
34,97723,0,0,40,2,14,2,10,1,39,1
51,90363,15024,0,40,4,15,2,1,1,39,1
39,410034,0,0,40,1,11,2,1,1,39,0
32,38797,0,0,40,4,8,4,3,1,39,0
43,27661,0,0,45,7,12,4,10,1,39,0
27,212232,0,0,40,7,15,2,4,1,39,1
23,214542,0,0,20,4,15,4,1,1,39,0
41,182303,0,0,50,4,15,2,12,1,39,1
54,148657,0,0,40,0,13,2,0,0,26,0
64,239450,0,0,40,4,15,2,12,1,39,0
23,235722,0,0,20,4,15,4,8,1,39,0
23,183327,0,1594,20,4,11,4,3,0,39,0
52,208630,0,1741,38,4,11,0,1,0,39,0
45,155489,0,0,60,4,15,2,12,1,39,1
39,105813,0,0,40,4,11,2,3,1,39,0
33,124187,0,0,32,6,7,4,8,1,39,0
21,156980,0,0,60,4,11,4,7,1,39,0
41,222504,0,0,38,4,14,0,10,0,39,0
22,276133,0,0,50,4,11,4,5,1,39,0
43,248094,0,0,40,4,11,2,7,1,39,0
58,34788,0,1887,40,4,15,2,12,1,39,1
35,36989,0,0,40,4,11,0,3,1,39,0
51,204322,0,0,40,4,8,2,6,1,39,1
35,160910,0,0,50,4,15,2,12,1,39,0
30,247328,0,0,40,2,15,4,1,1,39,0
54,172281,0,2051,50,4,11,2,14,1,39,0
54,197189,0,0,40,4,9,2,14,1,39,0
29,110226,0,0,65,4,12,4,12,1,0,0
37,224947,0,0,40,4,8,4,8,1,39,0
42,342865,0,0,40,4,11,2,12,1,39,0
55,168625,0,0,12,6,15,0,13,0,39,1
45,202496,0,0,37,4,9,2,6,1,39,0
74,162340,0,0,40,5,15,6,4,1,39,0
45,252208,0,0,40,7,11,5,1,0,39,0
39,340091,0,0,75,4,15,5,8,0,39,0
30,70377,0,0,40,4,11,0,10,0,39,0
38,348739,0,0,60,4,14,2,10,1,39,0
28,162343,0,0,40,4,11,4,8,1,33,0
59,192130,0,0,16,0,11,2,0,1,39,0
24,100321,0,0,48,4,15,0,3,1,39,0
49,213140,0,1902,60,5,11,2,4,1,39,1
29,176037,14344,0,40,4,8,0,13,1,39,1
35,465507,0,0,40,4,11,2,7,1,39,0
74,146929,0,0,55,6,11,2,12,1,39,0
63,30813,0,0,50,4,12,2,10,1,39,1
17,345403,0,0,40,4,0,4,8,1,39,0
35,123606,0,0,40,4,15,2,6,1,39,0
51,171924,0,0,50,6,15,2,12,1,39,0
67,195066,0,0,50,6,11,2,5,1,39,0
46,327886,0,0,40,2,7,2,1,1,39,0
44,264740,0,0,40,6,14,2,10,1,39,1
25,178960,0,0,40,0,1,4,0,0,39,0
53,195922,0,0,40,7,12,0,10,0,39,0
24,163665,2174,0,40,4,11,4,8,0,39,0
25,188119,0,0,40,4,11,4,6,0,39,0
21,188535,0,0,40,0,15,4,0,1,39,0
31,86143,0,0,40,0,11,2,0,1,30,0
40,271393,0,0,40,4,7,0,4,0,39,0
40,79531,0,0,75,4,9,2,4,1,39,1
43,173321,0,0,40,4,11,0,1,0,39,0
21,103277,4508,0,30,6,2,2,1,0,32,0
38,238721,0,0,40,4,7,0,4,0,39,0
22,162869,0,0,65,4,15,4,12,1,39,0
42,212894,0,1887,40,4,9,2,12,1,39,1
42,339346,0,0,25,4,12,0,1,0,39,0
